study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJNA489669	SAMN09984942	SRX4648874	SRR7796445	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/005/SRR7796445/SRR7796445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/005/SRR7796445/SRR7796445_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/005/SRR7796445
PRJNA489669	SAMN09984943	SRX4648873	SRR7796446	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/006/SRR7796446/SRR7796446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/006/SRR7796446/SRR7796446_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/006/SRR7796446
PRJNA489669	SAMN09984940	SRX4648872	SRR7796447	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/007/SRR7796447/SRR7796447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/007/SRR7796447/SRR7796447_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/007/SRR7796447
PRJNA489669	SAMN09984941	SRX4648871	SRR7796448	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/008/SRR7796448/SRR7796448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/008/SRR7796448/SRR7796448_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/008/SRR7796448
PRJNA489669	SAMN09984938	SRX4648870	SRR7796449	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/009/SRR7796449/SRR7796449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/009/SRR7796449/SRR7796449_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/009/SRR7796449
PRJNA489669	SAMN09984939	SRX4648869	SRR7796450	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/000/SRR7796450/SRR7796450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/000/SRR7796450/SRR7796450_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/000/SRR7796450
PRJNA489669	SAMN09984936	SRX4648868	SRR7796451	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/001/SRR7796451/SRR7796451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/001/SRR7796451/SRR7796451_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/001/SRR7796451
PRJNA489669	SAMN09984937	SRX4648867	SRR7796452	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/002/SRR7796452/SRR7796452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/002/SRR7796452/SRR7796452_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/002/SRR7796452
PRJNA489669	SAMN09984880	SRX4648866	SRR7796453	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/003/SRR7796453/SRR7796453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/003/SRR7796453/SRR7796453_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/003/SRR7796453
PRJNA489669	SAMN09984881	SRX4648865	SRR7796454	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/004/SRR7796454/SRR7796454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/004/SRR7796454/SRR7796454_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/004/SRR7796454
PRJNA489669	SAMN09984882	SRX4648864	SRR7796455	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/005/SRR7796455/SRR7796455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/005/SRR7796455/SRR7796455_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/005/SRR7796455
PRJNA489669	SAMN09984883	SRX4648863	SRR7796456	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/006/SRR7796456/SRR7796456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/006/SRR7796456/SRR7796456_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/006/SRR7796456
PRJNA489669	SAMN09984876	SRX4648862	SRR7796457	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/007/SRR7796457/SRR7796457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/007/SRR7796457/SRR7796457_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/007/SRR7796457
PRJNA489669	SAMN09984877	SRX4648861	SRR7796458	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/008/SRR7796458/SRR7796458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/008/SRR7796458/SRR7796458_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/008/SRR7796458
PRJNA489669	SAMN09984878	SRX4648860	SRR7796459	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/009/SRR7796459/SRR7796459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/009/SRR7796459/SRR7796459_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/009/SRR7796459
PRJNA489669	SAMN09984879	SRX4648859	SRR7796460	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/000/SRR7796460/SRR7796460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/000/SRR7796460/SRR7796460_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/000/SRR7796460
PRJNA489669	SAMN09984884	SRX4648858	SRR7796461	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/001/SRR7796461/SRR7796461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/001/SRR7796461/SRR7796461_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/001/SRR7796461
PRJNA489669	SAMN09984885	SRX4648857	SRR7796462	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/002/SRR7796462/SRR7796462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/002/SRR7796462/SRR7796462_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/002/SRR7796462
PRJNA489669	SAMN09984887	SRX4648856	SRR7796463	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/003/SRR7796463/SRR7796463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/003/SRR7796463/SRR7796463_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/003/SRR7796463
PRJNA489669	SAMN09984886	SRX4648855	SRR7796464	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/004/SRR7796464/SRR7796464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/004/SRR7796464/SRR7796464_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/004/SRR7796464
PRJNA489669	SAMN09984889	SRX4648854	SRR7796465	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/005/SRR7796465/SRR7796465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/005/SRR7796465/SRR7796465_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/005/SRR7796465
PRJNA489669	SAMN09984888	SRX4648853	SRR7796466	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/006/SRR7796466/SRR7796466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/006/SRR7796466/SRR7796466_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/006/SRR7796466
PRJNA489669	SAMN09984891	SRX4648852	SRR7796467	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/007/SRR7796467/SRR7796467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/007/SRR7796467/SRR7796467_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/007/SRR7796467
PRJNA489669	SAMN09984890	SRX4648851	SRR7796468	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/008/SRR7796468/SRR7796468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/008/SRR7796468/SRR7796468_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/008/SRR7796468
PRJNA489669	SAMN09984893	SRX4648850	SRR7796469	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/009/SRR7796469/SRR7796469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/009/SRR7796469/SRR7796469_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/009/SRR7796469
PRJNA489669	SAMN09984892	SRX4648849	SRR7796470	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/000/SRR7796470/SRR7796470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/000/SRR7796470/SRR7796470_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/000/SRR7796470
PRJNA489669	SAMN09984895	SRX4648848	SRR7796471	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/001/SRR7796471/SRR7796471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/001/SRR7796471/SRR7796471_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/001/SRR7796471
PRJNA489669	SAMN09984894	SRX4648847	SRR7796472	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/002/SRR7796472/SRR7796472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/002/SRR7796472/SRR7796472_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/002/SRR7796472
PRJNA489669	SAMN09984913	SRX4648846	SRR7796473	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/003/SRR7796473/SRR7796473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/003/SRR7796473/SRR7796473_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/003/SRR7796473
PRJNA489669	SAMN09984912	SRX4648845	SRR7796474	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/004/SRR7796474/SRR7796474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/004/SRR7796474/SRR7796474_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/004/SRR7796474
PRJNA489669	SAMN09984911	SRX4648844	SRR7796475	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/005/SRR7796475/SRR7796475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/005/SRR7796475/SRR7796475_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/005/SRR7796475
PRJNA489669	SAMN09984910	SRX4648843	SRR7796476	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/006/SRR7796476/SRR7796476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/006/SRR7796476/SRR7796476_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/006/SRR7796476
PRJNA489669	SAMN09984909	SRX4648842	SRR7796477	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/007/SRR7796477/SRR7796477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/007/SRR7796477/SRR7796477_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/007/SRR7796477
PRJNA489669	SAMN09984908	SRX4648841	SRR7796478	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/008/SRR7796478/SRR7796478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/008/SRR7796478/SRR7796478_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/008/SRR7796478
PRJNA489669	SAMN09984907	SRX4648840	SRR7796479	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/009/SRR7796479/SRR7796479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/009/SRR7796479/SRR7796479_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/009/SRR7796479
PRJNA489669	SAMN09984906	SRX4648839	SRR7796480	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/000/SRR7796480/SRR7796480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/000/SRR7796480/SRR7796480_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/000/SRR7796480
PRJNA489669	SAMN09984915	SRX4648838	SRR7796481	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/001/SRR7796481/SRR7796481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/001/SRR7796481/SRR7796481_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/001/SRR7796481
PRJNA489669	SAMN09984914	SRX4648837	SRR7796482	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/002/SRR7796482/SRR7796482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/002/SRR7796482/SRR7796482_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/002/SRR7796482
PRJNA489669	SAMN09984866	SRX4648836	SRR7796483	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/003/SRR7796483/SRR7796483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/003/SRR7796483/SRR7796483_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/003/SRR7796483
PRJNA489669	SAMN09984867	SRX4648835	SRR7796484	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/004/SRR7796484/SRR7796484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/004/SRR7796484/SRR7796484_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/004/SRR7796484
PRJNA489669	SAMN09984868	SRX4648834	SRR7796485	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/005/SRR7796485/SRR7796485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/005/SRR7796485/SRR7796485_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/005/SRR7796485
PRJNA489669	SAMN09984869	SRX4648833	SRR7796486	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/006/SRR7796486/SRR7796486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR779/006/SRR7796486/SRR7796486_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR779/006/SRR7796486
